reconstruction_loss,quantization_name,beta,in_features,codebook_size,influence,lifetime,influence_decay,research_mode,val/MultiscaleSpectralLossL1,val/codebook_entropy,val/loss_commitment,val/loss_codebook,best/MultiscaleSpectralLossL1,best/codebook_entropy,best/loss_commitment,best/loss_codebook
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,16.0,512.0,1.0,None,constant,1.0,105046.703125,2.3593318462371826,473319.125,23423.955078125,89033.71875,2.834324836730957,477351.125,23635.42578125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,16.0,512.0,1.0,None,cos,1.0,143800.96875,2.063324451446533,10558406.0,522026.625,105672.7734375,1.7695993185043335,95878600.0,4740153.0
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,16.0,512.0,1.0,None,cos,1.0,177054.203125,1.515105962753296,3988103.25,197207.5,97385.2578125,2.345396041870117,24299002.0,1201317.125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,16.0,512.0,1.0,None,cos,1.0,133681.0625,1.9508843421936035,1353695.5,66945.34375,94366.859375,2.6939892768859863,4487182.5,221856.578125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,16.0,512.0,1.0,None,linear,1.0,120081.515625,2.2704572677612305,21339028.0,1055013.125,104598.3515625,2.4689254760742188,84096992.0,4157605.75
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,16.0,512.0,1.0,None,linear,1.0,119661.09375,2.0952157974243164,1737651.875,85932.2734375,96539.8984375,1.9473167657852173,2281780.0,112820.9375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,16.0,512.0,1.0,None,linear,1.0,127033.6640625,2.0986428260803223,175208.75,8699.158203125,91921.8671875,2.662343740463257,671364.8125,33204.7890625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,16.0,512.0,2.0,None,constant,1.0,96814.3515625,2.440293550491333,14456735.0,1148283.0,96814.3515625,2.440293550491333,14456735.0,1148283.0
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,16.0,512.0,2.0,None,constant,1.0,117413.453125,1.8292425870895386,16085470.0,1278295.5,98053.0234375,2.429105520248413,16741499.0,1329735.75
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,16.0,512.0,2.0,None,constant,1.0,130815.0625,2.163851499557495,2310692.25,183607.890625,89896.359375,2.8779754638671875,7629123.0,605971.125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,16.0,512.0,2.0,None,cos,1.0,107358.0859375,2.3090758323669434,183017664.0,14535968.0,98440.2109375,2.0003368854522705,48578332.0,3858299.0
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,16.0,512.0,2.0,None,cos,1.0,87920.046875,2.982283115386963,2898459.25,230334.03125,87920.046875,2.982283115386963,2898459.25,230334.03125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,16.0,512.0,2.0,None,cos,1.0,107925.3125,3.0966367721557617,157904.921875,12588.255859375,97253.4765625,2.8237712383270264,1190335.125,94588.8203125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,16.0,512.0,2.0,None,linear,1.0,103360.0,2.294390916824341,53441108.0,4244563.0,97547.0859375,2.3847124576568604,21706644.0,1724181.875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,16.0,512.0,2.0,None,linear,1.0,140331.375,2.147963523864746,2687373.5,213612.109375,84681.453125,3.1643199920654297,3413001.0,271175.625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,16.0,512.0,2.0,None,linear,1.0,87309.9375,3.3696401119232178,287000.5,22874.71484375,86454.21875,3.0217065811157227,848314.4375,67416.984375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,16.0,512.0,4.0,None,constant,1.0,163080.25,1.8616466522216797,17962068.0,2538541.25,106069.6875,2.389652967453003,10035640.0,1418165.5
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,16.0,512.0,4.0,None,constant,1.0,154020.390625,2.7628676891326904,4144885.5,585720.3125,97658.0,2.7506418228149414,30365448.0,4290027.5
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,16.0,512.0,4.0,None,constant,1.0,111324.1171875,2.926227331161499,423741.09375,60017.69140625,86374.890625,3.458928346633911,531205.125,75225.9453125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,16.0,512.0,4.0,None,cos,1.0,105536.875,2.671417474746704,453637472.0,64088972.0,103050.15625,2.6797518730163574,526484896.0,74380128.0
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,16.0,512.0,4.0,None,cos,1.0,140594.96875,1.9104933738708496,16066369.0,2271870.5,97165.0703125,2.498508930206299,24498260.0,3461274.5
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,16.0,512.0,4.0,None,cos,1.0,125768.875,3.087461233139038,568573.9375,80594.0546875,84827.4296875,3.4827427864074707,204289.765625,29042.01171875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,16.0,512.0,4.0,None,linear,1.0,114164.4765625,2.342494010925293,53329076.0,7534689.0,105062.7421875,2.777033805847168,141066352.0,19929770.0
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,16.0,512.0,4.0,None,linear,1.0,89942.71875,2.9132823944091797,6424729.5,908088.125,89942.71875,2.9132823944091797,6424729.5,908088.125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,16.0,512.0,4.0,None,linear,1.0,167571.921875,2.1497232913970947,441825.78125,62625.515625,88568.1953125,3.274235248565674,1910454.375,269956.375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,2.0,512.0,0.5,None,constant,1.0,113882.7890625,1.5963276624679565,173987184.0,786020.125,100149.1953125,4.373501777648926,278975.25,1260.3226318359375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,0.5,None,constant,1.0,101103.859375,4.099374771118164,2965180.0,13396.126953125,91296.6328125,3.008021354675293,1896811.375,8569.9140625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,2.0,512.0,0.5,None,constant,1.0,123251.7265625,2.5477051734924316,451789.46875,2041.9781494140625,85512.90625,3.807551860809326,927877.5625,4192.90673828125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,2.0,512.0,0.5,None,cos,1.0,126582.171875,1.4456597566604614,239145024.0,1080389.0,94186.8671875,1.9439877271652222,60749232.0,274456.0
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,0.5,None,cos,1.0,99644.0078125,2.887113571166992,12336691.0,55735.17578125,95390.21875,2.4619596004486084,17246830.0,77917.0390625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,2.0,512.0,0.5,None,cos,1.0,209070.515625,1.405085802078247,431676.625,1950.7034912109375,91064.7421875,3.3196911811828613,1810863.875,8181.4990234375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,2.0,512.0,0.5,None,linear,1.0,164270.328125,2.3306336402893066,129030880.0,582920.8125,99317.6328125,2.681410312652588,13417725.0,60618.2265625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,0.5,None,linear,1.0,296956.59375,2.742018938064575,34528316.0,155993.609375,103119.3125,2.424325704574585,3750491.75,16944.482421875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,2.0,512.0,0.5,None,linear,1.0,97046.1953125,2.3115389347076416,1102844.75,4983.8916015625,97046.1953125,2.3115389347076416,1102844.75,4983.8916015625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,2.0,512.0,1.0,None,constant,1.0,94591.3203125,3.706725597381592,26505324.0,163798.25,94591.3203125,3.706725597381592,26505324.0,163798.25
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,1.0,None,constant,1.0,148047.0625,1.523489236831665,23410168.0,144680.828125,105863.96875,3.245007038116455,911970.4375,5636.29736328125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,2.0,512.0,1.0,None,constant,1.0,130752.375,1.8444695472717285,1381381.5,8541.5849609375,93796.6640625,2.9222934246063232,6604201.5,40818.71875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,2.0,512.0,1.0,None,cos,1.0,106390.8359375,2.4973464012145996,37737316.0,233213.890625,95570.25,3.2151682376861572,52657140.0,325400.9375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,1.0,None,cos,1.0,111859.3671875,1.6113574504852295,13727109.0,84847.453125,91289.59375,3.94572377204895,1703421.875,10527.4326171875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,2.0,512.0,1.0,None,cos,1.0,133931.921875,3.2994799613952637,663602.5625,4102.00537109375,91542.1796875,3.908642292022705,862579.25,5331.2978515625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,2.0,512.0,1.0,None,linear,1.0,127311.9921875,2.6702520847320557,67472224.0,416979.625,93384.515625,3.2270667552948,25042090.0,154754.71875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,1.0,None,linear,1.0,159304.53125,0.9221314787864685,93933064.0,580481.9375,98172.4296875,3.0763211250305176,24899922.0,153880.765625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,2.0,512.0,1.0,None,linear,1.0,143821.15625,2.791947603225708,571113.125,3530.242431640625,93537.5234375,3.0735301971435547,2047284.875,12652.9375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,2.0,512.0,2.0,None,constant,1.0,103465.2109375,2.915574073791504,78113968.0,775555.3125,97798.0859375,2.0282042026519775,128730168.0,1278054.375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,2.0,None,constant,1.0,147722.796875,2.2136824131011963,14605877.0,145024.171875,89853.34375,2.8398306369781494,10765722.0,106896.2578125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,2.0,512.0,2.0,None,constant,1.0,97631.2734375,4.493902206420898,293893.84375,2919.092529296875,97631.2734375,4.493902206420898,293893.84375,2919.092529296875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,2.0,512.0,2.0,None,cos,1.0,123754.078125,1.6005146503448486,142696688.0,1416712.375,90502.3984375,4.106200218200684,899610.6875,8932.2392578125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,2.0,None,cos,1.0,115126.421875,2.4007351398468018,12942122.0,128499.5703125,98698.5234375,4.0860514640808105,7546546.5,74929.78125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,2.0,512.0,2.0,None,cos,1.0,179911.03125,1.2683703899383545,3727860.25,37018.53125,95382.6796875,2.8712456226348877,7846776.0,77911.6953125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,2.0,512.0,2.0,None,linear,1.0,133028.78125,3.0735530853271484,135205.75,1343.038818359375,102484.796875,1.7339229583740234,38240064.0,379690.9375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,2.0,None,linear,1.0,109387.015625,2.4384891986846924,3443751.75,34197.3828125,95118.203125,2.2151968479156494,9433831.0,93671.9765625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,2.0,512.0,2.0,None,linear,1.0,117045.4765625,3.729990243911743,1410576.125,14006.0498046875,96959.40625,4.068029880523682,1201103.75,11927.48828125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,2.0,512.0,4.0,None,constant,1.0,144749.265625,1.8351554870605469,498698080.0,8806784.0,101133.515625,2.6040844917297363,54599200.0,964227.25
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,4.0,None,constant,1.0,174828.640625,1.4887067079544067,60990264.0,1077289.75,93453.6953125,3.0333917140960693,12470043.0,220246.6875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,2.0,512.0,4.0,None,constant,1.0,100021.859375,4.083003044128418,443659.09375,7840.4677734375,92670.21875,3.809814453125,1679493.875,29674.361328125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,2.0,512.0,4.0,None,cos,1.0,213322.640625,1.5811527967453003,139441312.0,2462720.75,97868.03125,2.182023048400879,469099264.0,8284376.0
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,4.0,None,cos,1.0,138778.125,3.1485986709594727,1642907.625,29022.2734375,95506.140625,3.2934203147888184,725705.75,12828.115234375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,2.0,512.0,4.0,None,cos,1.0,136835.734375,3.3621013164520264,143437.359375,2535.11572265625,91254.734375,4.5217156410217285,235479.4375,4161.67041015625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,2.0,512.0,4.0,None,linear,1.0,116142.6796875,2.3904659748077393,177641760.0,3137160.0,103810.28125,2.0486199855804443,88010768.0,1554271.625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,2.0,512.0,4.0,None,linear,1.0,122911.53125,1.325265645980835,74526464.0,1316190.875,94323.890625,2.1407856941223145,15209079.0,268635.1875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,2.0,512.0,4.0,None,linear,1.0,124221.2734375,3.1632840633392334,3334628.25,58899.53125,93432.609375,3.4543681144714355,5929957.5,104732.34375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,32.0,512.0,0.5,None,constant,1.0,109933.03125,1.674086570739746,32321236.0,2336362.75,109790.140625,1.6668462753295898,65438164.0,4730079.0
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,0.5,None,constant,1.0,106191.203125,2.1275136470794678,921292.3125,66623.0859375,89702.65625,2.360292673110962,1563866.125,113068.203125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,32.0,512.0,0.5,None,constant,1.0,102082.9453125,2.1689412593841553,1247620.125,90188.9375,96749.359375,2.232539415359497,1835685.875,132694.546875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,32.0,512.0,0.5,None,cos,1.0,105680.921875,1.6500786542892456,21052676.0,1521812.75,103848.2890625,2.1032602787017822,24974372.0,1805270.375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,0.5,None,cos,1.0,117506.84375,1.9823119640350342,6072354.5,438942.59375,92079.9375,2.4882256984710693,13789663.0,996759.25
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,32.0,512.0,0.5,None,cos,1.0,114587.5078125,1.8137640953063965,842353.25,60900.09765625,103083.1171875,2.034421920776367,2517484.75,181979.828125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,32.0,512.0,0.5,None,linear,1.0,116319.765625,1.78458833694458,55025204.0,3977444.75,104053.546875,2.327791690826416,77758192.0,5620695.5
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,0.5,None,linear,1.0,107436.625,2.035198450088501,1791465.0,129511.84375,92248.96875,2.28197979927063,3826740.25,276626.34375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,32.0,512.0,0.5,None,linear,1.0,103995.7421875,2.1018571853637695,134158.796875,9707.94921875,93087.7109375,2.4594736099243164,8334471.5,602447.5625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,32.0,512.0,1.0,None,constant,1.0,119973.53125,1.7500990629196167,14638750.0,1447952.0,91946.90625,2.212139368057251,21426784.0,2118706.25
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,1.0,None,constant,1.0,117323.3671875,1.5910379886627197,1917889.25,189750.328125,98440.6328125,2.6885416507720947,1738268.125,171890.90625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,32.0,512.0,1.0,None,constant,1.0,95865.203125,2.8149256706237793,325506.90625,32223.701171875,95865.203125,2.8149256706237793,325506.90625,32223.701171875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,32.0,512.0,1.0,None,cos,1.0,92664.2578125,2.314863920211792,25547776.0,2526442.0,92664.2578125,2.314863920211792,25547776.0,2526442.0
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,1.0,None,cos,1.0,101586.1328125,2.2951619625091553,1207203.0,119390.3203125,95383.7265625,2.5753231048583984,1650125.875,163186.9375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,32.0,512.0,1.0,None,cos,1.0,165564.34375,2.1741576194763184,478563.4375,47401.65625,100156.828125,2.6407902240753174,267621.75,26493.916015625
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,32.0,512.0,1.0,None,linear,1.0,134844.1875,2.0670626163482666,167532096.0,16564818.0,97412.71875,2.4104418754577637,79476304.0,7858271.5
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,1.0,None,linear,1.0,134832.0,1.9559980630874634,11466762.0,1133910.875,95714.03125,2.380432367324829,4793844.5,474099.875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,32.0,512.0,1.0,None,linear,1.0,113914.453125,2.331174612045288,338300.34375,33486.671875,98593.6875,2.636461019515991,674812.0,66742.1328125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,32.0,512.0,2.0,None,constant,1.0,128867.8359375,1.5842525959014893,25452212.0,4043564.0,94928.8203125,2.333892822265625,18683042.0,2968561.5
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,2.0,None,constant,1.0,136306.28125,2.3955302238464355,3426916.5,544553.75,97070.8203125,2.4078609943389893,15297109.0,2430008.5
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,32.0,512.0,2.0,None,constant,1.0,94597.265625,3.064786195755005,299042.9375,47568.0,90152.28125,3.304455518722534,1677317.125,266499.03125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,32.0,512.0,2.0,None,cos,1.0,118177.6328125,1.7247776985168457,109855512.0,17450542.0,92217.1796875,2.5229249000549316,177483824.0,28192840.0
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,2.0,None,cos,1.0,89978.21875,2.902705669403076,6239542.0,991350.1875,89978.21875,2.902705669403076,6239542.0,991350.1875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,32.0,512.0,2.0,None,cos,1.0,148598.359375,1.6597840785980225,937234.0,148964.234375,93437.9609375,3.1536033153533936,726343.5,115473.3984375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,32.0,512.0,2.0,None,linear,1.0,109110.3359375,2.1438074111938477,19550050.0,3106479.75,96532.78125,2.234734535217285,205817744.0,32695300.0
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,2.0,None,linear,1.0,103166.4609375,3.0748090744018555,3111439.0,494409.71875,87481.6796875,2.959357738494873,3740563.5,594314.8125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,32.0,512.0,2.0,None,linear,1.0,121009.0078125,2.3807530403137207,820423.375,130426.609375,101301.5859375,2.953526258468628,2260058.5,359061.53125
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,32.0,512.0,4.0,None,constant,1.0,91970.8671875,3.0581395626068115,22954372.0,6487014.5,91970.8671875,3.0581395626068115,22954372.0,6487014.5
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,4.0,None,constant,1.0,97593.9921875,2.831197738647461,7244556.0,2047441.375,94519.4453125,2.4580307006835938,21301162.0,6019228.5
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,32.0,512.0,4.0,None,constant,1.0,109833.0,2.602477550506592,371693.59375,105500.328125,97190.0546875,3.5606250762939453,579191.375,163864.859375
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,32.0,512.0,4.0,None,cos,1.0,110473.484375,2.955543041229248,22023394.0,6223503.0,104249.6640625,3.128525733947754,12222876.0,3453994.5
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,4.0,None,cos,1.0,177789.28125,1.9992289543151855,12032719.0,3401251.5,92597.7109375,3.079890489578247,13502756.0,3815512.75
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,32.0,512.0,4.0,None,cos,1.0,85548.7890625,3.3776206970214844,431528.625,122409.96875,85548.7890625,3.3776206970214844,431528.625,122409.96875
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.1,32.0,512.0,4.0,None,linear,1.0,99504.96875,2.648651361465454,76299048.0,21560142.0,99504.96875,2.648651361465454,76299048.0,21560142.0
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.25,32.0,512.0,4.0,None,linear,1.0,162385.71875,2.0421268939971924,9917965.0,2803311.5,95748.2578125,3.1474103927612305,22290980.0,6298488.5
MultiscaleSpectralLossL1,Lightning_GVQ_VAE_codebook_loss,0.5,32.0,512.0,4.0,None,linear,1.0,91929.9140625,3.552098035812378,588378.375,166703.515625,91929.9140625,3.552098035812378,588378.375,166703.515625
